Wikipedia_movie_ID,Actor_ethnicity
35013805,Native Hawaiians
35013805,Chinese Americans
35013805,Jewish people
35013805,Chinese Americans
33668298,Indian
23653924,White Americans
28182192,Swedes
5753996,Scottish Americans
6558325,African Americans
21591619,Italian Americans
21591619,Jewish people
13907891,Scottish Americans
10065556,Germans
10065556,Germans
36294632,Chinese Filipino
19609298,Indian
19609298,Tamil
19609298,Indian
19609298,Tamil
2510465,Cajun
22309052,Hongkongers
22160402,Scottish Americans
181229,White Americans
181229,Lithuanian American
181229,Scottish Americans
13261740,African Americans
13261740,Irish Americans
20120996,Thai Chinese people
3720684,Italian Americans
3720684,Swedish Americans
3720684,Serbian Americans
2643766,French Americans
2643766,French
21141408,Indian
21141408,Malayali
7236691,English people
7236691,Iranians in the United Kingdom
7236691,Rohilla
7236691,British Indian
7236691,Punjabis
23972618,Italians
29679260,English Americans
29679260,Irish Americans
29679260,Italian Americans
29679260,Germans
29679260,Colombians
29679260,French Americans
29679260,Jewish people
29679260,American Jews
29679260,Swedish Americans
29679260,Spanish Americans
29679260,Jewish people
29679260,Italian Americans
29679260,African Americans
29679260,Spanish Americans
29679260,Germans
24120424,Indian
24120424,Indian
24120424,Tamil
24120424,Indian
26084240,Jewish people
26084240,Asian Americans
17214118,Indian
17214118,Indian
17214118,Tamil
17214118,Tamil
17214118,Gujarati people
26038744,Niyogi
26038744,Indian
8120493,Greek Americans
8120493,names of the Greeks
8023541,Swedish Americans
8023541,White Americans
74381,Italian Americans
26695566,Indian
26695566,Nair
3192223,Jewish people
12575892,German Americans
12575892,Cajun
12575892,German Americans
12575892,Jewish people
19361026,Italians
6640126,African Americans
6640126,African Americans
6640126,African Americans
67444,African Americans
67444,Irish Americans
67444,African Americans
67444,African Americans
67444,African Americans
18327360,African Americans
32295361,Indian
32295361,Indian
32295361,Indian
2325367,Hispanic
35571053,Irish Americans
35571053,English people
2305746,African Americans
2305746,Kayastha
2305746,Swedes
2305746,Danes
8574744,Polish Canadians
5188359,African Americans
74387,Polish Americans
74387,Jewish people
74387,Dutch Americans
74387,Serbian Americans
74387,Scottish Americans
74387,White Americans
74387,Scottish Americans
74387,Jewish people
74387,Irish Americans
2873267,Jewish people
2873267,Jewish people
2873267,Jewish people
21664269,Swedes
21664269,Finns
32468604,Indian
32468604,Punjabis
32468604,Punjabis
32468604,Indian
32468604,Indian
32468604,Indian
32468604,Punjabis
32468604,Indian
32468604,Sikh
32468604,Punjabis
32468604,Sinhalese
5222282,Polish Americans
5222282,Irish people
5222282,Jewish people
15343180,Marathi people
15343180,Indian
15343180,Marathi people
15343180,Marathi people
19863109,Irish migration to Great Britain
19863109,Welsh people
19863109,White British
25342113,African Americans
25342113,Dutch Americans
21875520,Indian
3384976,Indian
11063523,African Americans
11063523,Italian Americans
11063523,German Americans
11063523,Italian Americans
11063523,Italian Americans
11063523,Scottish Americans
11063523,English people
11063523,Akan people
2453989,Jewish people
2453989,African Americans
25079714,Ojibwe
4136480,Irish Americans
587807,Russian Americans
3127557,Russian Americans
3127557,Jewish people
17470133,German Americans
24318707,Tamil
24318707,Indian
24318707,Sindhis
24318707,Tamil
24318707,Tamil
24318707,Indian
24318707,Tamil
24318707,Punjabis
5579814,African Americans
5579814,Russian Americans
5579814,Italian Americans
5579814,Asian Americans
5579814,African Americans
7077559,African Americans
8360654,Jewish people
8360654,Chinese Americans
8360654,African Americans
8360654,Asian Americans
8360654,Mexican Americans
8360654,Irish Americans
8360654,German Americans
8360654,Jewish people
36352336,Indian
36352336,Indian
13872901,Indian
13872901,Punjabis
13872901,Indian
13872901,Indian
13872901,Indian
13872901,Indian
5604231,Scottish Americans
31783951,Spanish Americans
31783951,Italian Americans
30714098,English people
30714098,French
1606601,Jewish people
1606601,African Americans
1606601,Jewish people
1606601,African Americans
1606601,Jewish people
62118,Swedes
62118,Jewish people
62118,Jewish people
62118,Jewish people
62118,Irish people
62118,Hungarian Americans
16439706,Irish migration to Great Britain
16439706,African Americans
901421,African Americans
901421,Italians
13594438,English people
13594438,English people
21036936,Indian
21036936,Indian
21036936,Sri Lankan Tamils
8942251,African Americans
8942251,African Americans
12816415,Italian Americans
9109203,Indian
9109203,Malayali
5773944,English people
2936959,White Americans
62117,Scottish Americans
1151726,Spanish Americans
1151726,English people
5207496,African Americans
5207496,African Americans
5207496,African Americans
5207496,African Americans
30245575,Indian
30245575,Indian
30245575,Indian
30245575,Niyogi
19096515,Irish Americans
20174145,Hungarian Americans
28905508,African Americans
14612303,Danish Americans
29381343,Gujarati people
29381343,Bengali
29381343,Bihari people
29381343,Indian
29381343,Marathi people
29381343,Indian
32891767,African Americans
32891767,African Americans
32891767,African Americans
32891767,African Americans
939561,Indian
939561,African Americans
2141418,Ashkenazi Jews
2141418,Jewish people
896652,English people
6759112,Italian Americans
6759112,Russian Americans
11815820,Cuban Americans
11815820,African Americans
11815820,African Americans
11815820,African Americans
11815820,African Americans
11815820,Stateside Puerto Ricans
3151094,Jewish people
31417999,Jewish people
31417999,Ukrainian Americans
31417999,Swedish Americans
31417999,African Americans
31417999,Irish people
28829118,Swedes
28829118,Italian Americans
28829118,Spaniards
28829118,Swedes
27877562,Mohawk people
35793956,Jewish people
24300269,Irish migration to Great Britain
24300269,Jewish people
13256958,Jewish people
29982473,White Americans
2150351,Irish Americans
2150351,Lebanese Americans
2150351,Jewish people
32558428,Indian
32558428,Indian
19479236,African Americans
19479236,Scottish Americans
19479236,African Americans
19479236,Swedish Americans
17867290,Irish Americans
31132732,Jewish people
31132732,Indian
31132732,English people
28009800,Jewish people
28009800,Jewish people
27904601,Germans
19389289,African Americans
549902,Jewish people
549902,English people
549902,English Americans
549902,English people
549902,English people
19985309,Tamil
19985309,Indian
19985309,Brahmin caste
19985309,Indian
2517072,Punjabis
2517072,Bengali
2517072,Punjabis
2517072,Sindhis
2517072,Indian
2517072,Sindhis
11283824,Italian Americans
11283824,Germans
11283824,Jewish people
11283824,White Americans
334874,Italian Americans
334874,African Americans
334874,Italian Americans
334874,Sámi peoples
334874,Scottish Americans
334874,Slovak Americans
334874,Italian Americans
334874,African Americans
334874,Italian Americans
334874,Czech Americans
334874,Jewish people
334874,Ecuadorian Americans
1290721,Cajun
1290721,Swedes
1001142,French
1001142,French
19518500,Indian
19518500,Indian
19518500,Indian
19518500,Indian
7936519,Irish Americans
2150352,Parsi
2150352,Indian
2150352,Indian
2150352,Gujarati people
2150352,Punjabis
2150352,Indian
2150352,Indian
17767255,English people
23015383,Sicilian Americans
23015383,Germans
23015383,Swedes
23015383,Swedes
23015383,Assyrian people
2682493,Indian
2682493,Sindhis
2682493,Indian
2682493,Gujarati people
2682493,Indian
4669663,English people
4669663,Romanichal
4669663,English people
1759292,Indian
1759292,Indian
1759292,Indian
1759292,Indian
1759292,Indian
35248573,Punjabis
3254614,Nepali Indian
3254614,Punjabis
3254614,Indian
3254614,Indian
3254614,Indian
22495943,English people
9120736,Germans
3086041,Japanese people
3086041,Asian Americans
686033,American Jews
686033,Irish Americans
686033,Irish Americans
686033,Anglo-Irish people
686033,Irish Americans
686033,White British
686033,English Americans
686033,English people
686033,Jewish people
686033,Scottish Americans
9703081,Jewish people
1447939,White Americans
1447939,Jewish people
1447939,Xhosa people
1447939,Jewish people
32207988,English people
28352747,Norwegians
28352747,Jewish people
28352747,Irish people
24117367,Indian
24117367,Indian
24117367,Indian
24117367,Sindhis
24117367,Indian
24117367,Marathi people
24117367,Indian
921301,English people
921301,English people
921301,Native Hawaiians
921301,White Americans
9190922,Scottish Americans
9190922,English people
2313158,Croatian Americans
26428842,Indian
26428842,Indian
26428842,Indian
26428842,Indian
26428842,Indian
26428842,Indian
15887664,Spanish Americans
15887664,Italian Americans
14538351,Indian
14538351,Indian
14538351,Bengali
14538351,Indian
14538351,Indian
32612875,Scottish Americans
32612875,African Americans
2105280,Indian
2105280,Punjabis
2105280,Pashtuns
2105280,Indian
2105280,Kashmiri Pandit
2105280,Indian
5332316,Irish people
30805709,Tamil
35003230,Brahmin caste
35003230,Sri Lankan Tamils
35003230,Indian
35003456,Polish Australians
35003456,English people
35003456,American Jews
35003456,Kiwi
4357991,German Americans
17517876,Irish Americans
17517876,Jewish people
30839645,Indian
30839645,Kashmiri people
31841233,Serbian Americans
31841233,Dominican Americans
31841233,Jewish people
31841233,Israeli Americans
31841233,Japanese people
3300211,Italian Americans
3300211,Scottish Americans
14824699,English people
14824699,English people
3412583,Hongkongers
3704027,English people
3704027,English people
11666155,English Americans
25563962,Indian
25563962,Indian
25563962,Punjabis
25563962,Indian
12759686,African Americans
12759686,African Americans
28128839,Jewish people
28128839,Jewish people
8537601,White Americans
9041173,English Australian
10243437,English people
10243437,Jewish people
12780242,Sicilian Americans
4606109,Jewish people
5202670,Jewish people
5202670,Irish Americans
5202670,French
5202670,Jewish people
2561398,African Americans
6469252,Serbs of Croatia
6469252,Swedish Americans
6469252,Mexican Americans
6469252,Irish Americans
6469252,Irish people
6469252,Greek Canadians
6469252,Italian Americans
6469252,African Americans
25527533,Japanese people
25527533,Japanese people
16167398,Tamil
12626400,English people
9012227,African Americans
3887641,African Americans
3887641,English people
24321248,Russian Americans
24321248,Irish Americans
10721471,Czechs
32131072,Ukrainian Americans
14988233,Jewish people
14988233,Jewish people
12054477,Koreans
3964004,Chinese Filipino
1187057,Cherokee
1187057,Italian Americans
3034844,Hongkongers
3034844,Hongkongers
3034844,Hongkongers
8388862,Italians
3030423,Dutch Americans
706990,Irish Americans
706990,Cherokee
706990,Irish Americans
706990,Italian Americans
706990,Irish Americans
706990,Swedish Americans
11983329,African Americans
11983329,African Americans
11983329,African Americans
11983329,African Americans
11983329,African Americans
32007189,Indian
14149346,English people
14149346,Germans
31737602,rajput
31737602,Tamil
31737602,Indian
31737602,Indian
22672266,Swedes
30329516,Jewish people
8373157,Argentines
2172156,Malayali
2172156,Indian
2172156,Indian
2172156,Indian
2172156,Malayali
2172156,Indian
2172156,Malayali
18445420,American Jews
18445420,Scottish Americans
34025435,Tamil
5157844,Czech Americans
5157844,Jewish people
5157844,African Americans
5157844,African Americans
36087811,Indian
36087811,Indian
7335449,Germans
3526227,Swedish Americans
779884,White Americans
779884,Jewish people
7252915,White British
1947226,Italians
1947226,African Americans
1947226,English people
10982348,Irish Americans
10982348,Italian Americans
10982348,English people
10982348,Italian Brazilians
10982348,English people
10982348,French
26182742,Indian
26182742,Indian
26182742,Indian
26182742,Indian
26182742,Indian
26182742,Indian
13912560,Dutch Americans
28238240,Scottish Americans
24987997,Jewish people
24987997,Jewish people
3116758,Jewish people
3116758,Swiss
3116758,Jewish people
9613711,English people
26159176,Indian
26159176,Indian
26159176,Marathi people
26159176,Marathi people
33002544,Gujarati people
33002544,Punjabis
33002544,Bihari people
2317590,Australians
2317590,English people
4707517,Indian
4707517,Indian
4707517,Indian
4707517,British Indian
4707517,Parsi
4707517,British Indian
4707517,British Indian
4707517,Indian
4707517,Indian
4707517,Indian
11373163,Kashmiri Pandit
11373163,Pashtuns
2159392,Serbian Americans
2159392,Jewish people
2159392,Italian Americans
2159392,Jewish people
2159392,African Americans
2159392,White Americans
2159392,Swedes
2159392,White Americans
5260111,African Americans
14838516,Chinese Canadians
14838516,African Americans
14838516,White Americans
14838516,Dutch
3178719,Poles
3178719,Czechs
2776084,Indian
2776084,Indian
2776084,Indian
1721169,English people
4405535,Irish Americans
4405535,African Americans
4405535,African Americans
4405535,Jewish people
4405535,African Americans
10640523,Marathi people
10640523,Indian
10640523,Indian
10640523,Indian
10640523,Indian
10640523,Indian
10640523,Tamil
30739847,French
30739847,French Americans
490623,Italian Americans
490623,German Americans
490623,White Americans
20553594,Indian
20553594,Tamil
20553594,Tamil
20553594,Indian
26553611,African Americans
13136145,African Americans
13136145,African Americans
13136145,African Americans
13136145,African Americans
13136145,African Americans
33447396,Indian
33447396,Punjabis
33447396,Marathi people
33447396,Bengali
33447396,Indian
33447396,Indian
33447396,Indian
33447396,Indian
20903216,Indian
20903216,Indian
30441990,Indian
30441990,Parsi
30441990,Parsi
30441990,Brahmin caste
30441990,Indian
30441990,Indian
408474,German Americans
18713808,Italian Americans
18713808,American Jews
92608,French Americans
92608,German Americans
23308812,British Americans
13435931,British Americans
13435931,British Chinese
13435931,English people
13435931,English people
20312589,English people
24353804,Cuban Americans
18317315,Indian
18317315,Indian
18317315,Punjabis
18317315,Indian
18317315,Indian
18317315,Punjabis
18317315,Indian
18317315,Indian
18317315,Indian
781629,African Americans
781629,Dominican Americans
781629,French
781629,African Americans
781629,Irish Americans
12276195,White Americans
12276195,African Americans
1971531,Hongkongers
1971531,Hongkongers
12748118,First Nations
13700717,Spaniards
34938966,Tamil
11762841,Arab Americans
11762841,Colombian Americans
11762841,Mexican Americans
11762841,Jewish people
11762841,Syrian Americans
11762841,Irish Americans
11762841,Italian Americans
1551200,French
1551200,Chinese Americans
1551200,Irish Americans
28070130,Punjabis
28070130,Indian
27855438,Malayali
27855438,Indian
27855438,Ezhava
27855438,Indian
33324775,Koreans
33324775,Koreans
23022495,Puerto Ricans
23022495,African Americans
7440348,African Americans
7440348,White Americans
7440348,Anglo-Irish people
18939923,Jewish people
5141818,Kiwi
5141818,Italian Australian
10093456,African Americans
5273926,Parsi
5273926,Kayastha
5273926,Indian
5273926,Indian
5273926,Indian
16888879,White British
22892484,Jewish people
22892484,African Americans
15314660,Italian Americans
15314660,Irish Americans
7321868,Indian
7321868,Indian
7321868,Kayastha
7321868,Indian
7321868,Bunt
19332675,English people
19332675,English people
19332675,English people
5429993,African Americans
5429993,African Americans
5429993,African Americans
520990,African Americans
520990,American Jews
520990,Jewish people
520990,Albanian American
520990,African Americans
520990,Jewish people
26631176,African Americans
26631176,Mexican Americans
3776089,Mexican Americans
3776089,Mexican Americans
3776089,Turkish Americans
3776089,Hispanic
30481661,Puerto Ricans
1624525,Jewish people
1031588,Dutch
1031588,English people
1031588,Russian Americans
10702360,Indian
10702360,Pashtuns
12139290,Welsh Americans
536009,Jewish people
536009,English people
536009,Irish Americans
536009,Italians
8609183,African Americans
9280038,Irish Americans
9280038,Italian Americans
6496943,German Americans
18070605,Bosniaks
34084997,Sri Lankan Tamils
26507345,White Americans
26507345,Greek Americans
26507345,Jewish people
26507345,Danes
3557571,Filipino Americans
3557571,Filipino Americans
896182,Irish migration to Great Britain
896182,Swedish Americans
896182,African Americans
896182,Irish migration to Great Britain
650922,African Americans
650922,African Americans
11487271,Koreans
11487271,Koreans
10418324,Indian
10418324,Indian
10418324,Tamil
10418324,Indian
10418324,Tamil
18895115,Indian
32281441,Bengali
32281441,Indian
16166191,Tamil
12382105,African Americans
12348113,Indian
12348113,Indian
12348113,Sindhis
12348113,Indian
12348113,Indian
5579355,Irish Americans
11369741,Americans
11369741,White Americans
11369741,Scottish Americans
14975044,Italians
8189879,White Americans
8189879,White Americans
8189879,White Americans
9072164,Swedes
9072164,Danes
9072164,Indian
9072164,Danes
9072164,Swedes
9072164,Danes
9072164,Indian
19749985,Jewish people
1856550,English people
1856550,English people
1856550,Welsh people
29381759,Spaniards
2122881,Scottish Americans
2122881,African Americans
34779274,English people
21810192,Jewish people
21810192,Slovak Americans
21810192,African Americans
21810192,Poles
21810192,African Americans
1667811,Italian Americans
1667811,African Americans
1667811,Chileans in the United Kingdom
8425661,English people
8425661,English people
8425661,Gibraltarian people
8425661,Swedes
8425661,Irish people
8425661,German Americans
165289,Irish Americans
165289,Italian Americans
165289,Jewish people
165289,African Americans
165289,African Americans
13048582,Scottish Americans
12833694,Sinhalese
15247964,Italians
14344825,French
1600036,Lebanese Americans
1600036,Jewish people
7709327,Scottish Americans
13180169,Tamil
13180169,Marathi people
20540240,Welsh people
28590133,Danes
885876,Jewish people
885876,Croatian Americans
885876,African Americans
885876,White Americans
8068462,Swedes
8068462,Irish people
27701047,Jewish people
27701047,Puerto Ricans
213416,Afro-Cuban
213416,White Americans
213416,Irish people
213416,African Americans
213416,Italians
213416,Welsh people
213416,African Americans
21245534,names of the Greeks
21245534,names of the Greeks
21245534,names of the Greeks
2052210,Jewish people
2052210,Jewish people
12713808,Swedes
12713808,Swedes
12831965,French Americans
12831965,German Canadians
23556347,African Americans
4470232,Irish people
13639421,Welsh people
22141846,Dutch Americans
22141846,Inuit
15312726,Indian
15312726,Indian
20691371,Indian
20691371,Telugu people
20691371,Tamil
44218,Irish Americans
4306582,Italian Americans
4306582,Italian Americans
4306582,Jewish people
4306582,Italian Americans
4306582,Italian Americans
4306582,English people
14739336,Jewish people
12250991,Punjabis
10839407,English people
10839407,English people
9304309,Swedes
3035004,Indian
3035004,Indian
24745406,Italians
6894813,Indian
12440160,Gujarati people
12440160,Bengali
12440160,Sindhis
12440160,Indian Americans
31701975,White Americans
31701975,Armenian American
7409519,African Americans
545599,names of the Greeks
545599,names of the Greeks
1812216,White Americans
1812216,Irish Americans
1812216,Scottish Americans
1812216,African Americans
1812216,African Americans
1812216,Jewish people
1812216,Jewish people
24073089,Americans
35244336,Taiwanese Americans
35244336,White Americans
19401808,Italians
25304227,Irish Americans
24723960,Dutch Americans
28330018,Indian
28330018,Malayali
36087910,Indian
36087910,Indian
4107909,Jewish people
14737421,American Jews
4224754,Indian
4224754,Indian
5224973,Jewish people
5224973,Dutch Americans
12822130,Germans
12822130,Dutch
12822130,Germans
1426122,Jewish people
1426122,Jewish people
26049282,Indian
26049282,Malayali
26049282,Indian
26049282,Indian
7764230,English people
7764230,Jewish people
7764230,English people
22767958,Germans
14656940,White Americans
1996645,Germans
1996645,Stateside Puerto Ricans
1996645,Scottish Americans
14228567,Jewish people
11943293,Pakistanis
11943293,Indian
23624480,German Americans
23624480,African Americans
32648655,Indian
30296521,Russians
3317085,Scottish Americans
24251542,African Americans
24251542,African Americans
24251542,Filipino Americans
24251542,African Americans
24251542,English people
24251542,African Americans
24251542,African Americans
16189113,African Americans
16189113,Indian Americans
16189113,"freebase_id
/m/017sq0    Eurasian
/m/017sq0     Eurasia
Name: label, dtype: object"
2799874,English people
2799874,English people
2799874,English people
2799874,English people
238004,Hungarians
238004,German Americans
2572817,Australian Americans
13731934,Irish people
13731934,Mexican Americans
35255529,Indian
35255529,Punjabis
35255529,Telugu people
9852674,Irish Americans
23320753,Indian
23320753,Jaat
23320753,Indian
23320753,Bihari people
31366063,Chinese Americans
14700543,Indian
1605320,African Americans
1605320,African Americans
1605320,Jewish people
1605320,English Americans
1605320,Cuban Americans
1605320,African Americans
14291388,Irish Americans
14291388,English people
14291388,French
14291388,Galicians
75222,White Americans
75222,Jewish people
75222,Russian Americans
75222,Jewish people
75222,Italian Americans
75222,African Americans
75222,English people
8088017,Japanese people
6745617,African Americans
6745617,African Americans
6745617,Jewish people
6745617,Chinese Americans
6745617,African Americans
6745617,Swedish Americans
30865068,Germans
30865068,Jewish people
16042354,White Africans of European ancestry
19398925,African Americans
19398925,African Americans
18673005,American Jews
18673005,Korean American
18673005,Italian Americans
18673005,Chilean American
29302714,Malayali
29302714,Indian
29302714,Indian
29302714,Tamil
19030013,English Canadians
21639537,Akan people
21639537,Polish Americans
21639537,Irish people
21639537,Sámi peoples
21639537,Greek Canadians
30865082,English people
24680056,Puerto Ricans
1376802,Serbian Americans
1376802,Jewish people
1376802,Scottish Americans
11972180,Indian
11972180,Niyogi
26145440,Indian
26145440,Indian
26145440,Indian
21550595,Ezhava
21550595,Indian
21550595,Tamil
993226,English people
993226,African Americans
993226,African Americans
993226,African Americans
993226,African Americans
993226,African Americans
993226,African Americans
993226,African Americans
993226,African Americans
993226,African Americans
993226,African Americans
993226,African Americans
993226,Jewish people
993226,African Americans
993226,Belgians
993226,African Americans
993226,African Americans
993226,African Americans
10789083,American Jews
24160601,Irish people
2739013,Italian Americans
2739013,Italian Americans
2739013,Italian Americans
24242789,African Americans
15430254,Germans
15430254,Hungarian Americans
32157917,Kashmiri Pandit
32157917,Indian
32157917,Indian
32157917,Indian
5888582,Punjabis
5888582,Telugu people
5888582,Bunt
5888582,Telugu people
5888582,Indian
5888582,Bunt
5888582,Telugu people
28464110,Norwegians
22667247,Hongkongers
22667247,Hongkongers
22667247,Hongkongers
22667247,Hongkongers
22667247,Vietnamese Americans
20903198,Indian
20903198,Indian
20334134,English people
20334134,Italian Americans
9678335,Tamil
9678335,Tamil
1108697,Swedish Americans
1108697,African Americans
1108697,African Americans
18071506,Dutch Americans
4515631,Pacific Islander Americans
7739514,Scottish Americans
7739514,Irish Americans
7739514,White Americans
7739514,Irish Americans
11083630,Indian
11083630,Indian
25058379,Indian
25058379,Indian
25058379,Indian
25058379,Indian
25058379,Indian
25058379,Indian
22256043,Italians
22256043,French
34502682,African Americans
34502682,African Americans
34502682,Polish Americans
34502682,African Americans
34502682,Irish Americans
33161490,Japanese people
19081314,Swedes
7379134,Irish migration to Great Britain
7379134,English people
7379134,Italians
1225570,Scottish Americans
33140918,Greek Americans
33140918,Irish people
20964285,Jewish people
20964285,Slavs
20964285,Serbs in the United Kingdom
23959601,Argentines
23959601,British Pakistanis
29590404,Indian
29590404,Nair
670407,English people
670407,English people
670407,Irish migration to Great Britain
670407,English people
670407,English people
670407,English people
670407,Spaniards
670407,English people
670407,English people
670407,British Chinese
670407,English people
670407,English people
670407,Irish migration to Great Britain
670407,Irish people
670407,English people
670407,Irish people
670407,Bengali
670407,British Asian
670407,Albanians
670407,English people
670407,English people
670407,English people
19410654,African Americans
4788277,English Americans
909664,English people
909664,Mexicans
909664,Swiss
909664,Irish Americans
909664,White British
21754296,Irish people
21754296,Albanian American
21754296,Jewish people
21754296,Welsh people
21754296,English people
18710930,Indian
18710930,Bihari people
18710930,Indian
238810,White Americans
238810,German Americans
238810,Irish migration to Great Britain
238810,Latvians
238810,Germans
2790437,British Americans
25548020,German Americans
25548020,Jewish people
1602624,Taiwanese
142780,Romani people
8615916,French
30174182,British Indian
30174182,African Americans
30174182,African Americans
30174182,Irish Americans
143809,African Americans
143809,African Americans
143809,English people
143809,Jewish people
143809,Jewish people
143809,Irish migration to Great Britain
143809,English people
143809,Serbian Americans
828218,Jewish people
24320634,French
4685735,African Americans
2901971,African Americans
2901971,Jewish people
13439264,African Americans
13439264,African Americans
13439264,Irish Americans
1526756,English people
6693390,Irish Americans
6693390,Swedes
6693390,Irish people
24634376,Indian
6499613,Italian Americans
6499613,English people
24144595,Irish people
24144595,Scottish Americans
1343178,Jewish people
1343178,Italian Americans
26164642,Swedish Americans
21433950,Jewish people
5968326,English people
5968326,Irish Americans
5968326,Jewish people
5968326,Irish Americans
5968326,White Americans
5968326,Irish Americans
5968326,Stateside Puerto Ricans
5968326,Jewish people
28781470,English people
28781470,American Jews
2441439,Irish Americans
2441439,Palestinian Americans
2441439,African Americans
2441439,Serbian Americans
6770626,Turkish Americans
6770626,African Americans
6770626,African Americans
6770626,African Americans
6770626,Scottish Americans
6770626,Scottish Americans
3917339,Chinese Filipino
26735500,Jewish people
35977969,African Americans
35977969,Australians
10550235,Indian
10550235,Kannada people
5457185,Slovak Americans
5457185,English people
5457185,Italians in the United Kingdom
33002699,Punjabis
33002699,Indian
33002699,Indian
33002699,Indian
33002699,Indian
31803668,Jewish people
8645960,Indian
8645960,Kayastha
8645960,Muslim
8645960,Indian
8645960,Indian
8645960,Indian
6115870,African Americans
6115870,Jewish people
6115870,Austrians
6115870,African Americans
1034839,African Americans
25918824,Indian
25918824,Indian
25918824,Indian
25918824,Indian
25918824,Punjabis
12494128,Irish Americans
12354998,Indian
12354998,Indian
12354998,Bengali
12354998,Indian
12354998,Indian
12354998,Indian
12354998,Indian
12354998,Indian
13053198,Jewish people
13053198,Jewish people
13053198,French Americans
28973039,Indian
28973039,Punjabis
28973039,Indian
28973039,Sindhis
28973039,British Indian
28973039,Indian
28973039,Indian
27009228,Indian
27009228,Indian
27009228,Malayali
3202945,Kashmiri Pandit
3202945,Bengali
3202945,Indian
3202945,Indian
3202945,Indian
3202945,Indian
3202945,Indian
3202945,Indian
14328976,African Americans
10977349,Iranian peoples
26430782,Irish Americans
24165847,British Jews
22056357,Albanian American
22056357,Italian Americans
20796253,African Americans
27070440,Irish Americans
27070440,Welsh people
27070440,Italians
27070440,French
27070440,Hungarian Americans
27070440,History of the Jews in Morocco
17008751,Spanish Americans
17008751,Irish Americans
17008751,English people
17008751,English people
511622,Cajun
511622,Spanish Americans
511622,Irish Americans
511622,African Americans
511622,Irish Americans
22211995,Tamil
22211995,Tamil
22211995,Indian
22211995,Indian
22211995,Tamil
34682342,Irish people
34682342,Irish people
22956987,Japanese people
16697504,Indian
19958360,African Americans
19958360,English people
19958360,English people
18353557,Bosniaks
10660190,Indian
10660190,Indian
10660190,Punjabis
26594215,Irish Americans
26594215,Welsh people
30690327,Italians
974374,English Americans
974374,English people
26178726,Italian Americans
19659317,names of the Greeks
12782740,Germans
3985740,English people
3985740,Welsh people
3469200,Italians
3469200,Italians
10772859,Indian
10772859,Indian
10772859,Indian
10772859,Sindhis
10772859,Marathi people
15775421,Irish Americans
7586065,Indian
7586065,Indian
163894,Kiwi
163894,Welsh people
163894,Kiwi
163894,English people
10500185,Scottish Americans
10500185,Chinese Americans
31215687,Scottish Americans
12505370,German Americans
3198630,Jewish people
3198630,Jewish people
3198630,Jewish people
189088,Danish Americans
189088,English people
189088,Jewish people
189088,African Americans
189088,Indian
7998882,Jewish people
11792000,French
26007256,African Americans
612752,Jewish people
612752,Israeli Americans
612752,Swedish Americans
8888667,African Americans
8888667,Stateside Puerto Ricans
8888667,White Americans
32368036,Bengali
36724342,Italian Americans
36724342,Portuguese Americans
36724342,Irish Americans
846336,Japanese people
846336,Japanese people
846336,Japanese people
3872275,Australians
1777408,Romani people
24628048,Indian
24628048,Indian
18080043,Japanese people
5309887,Indian
5309887,Nepali Indian
5309887,Marathi people
4340044,Irish Americans
3024248,Jewish people
3024248,Scottish Americans
3024248,Irish Americans
3024248,Jewish people
3024248,Irish Americans
3024248,Italians
3024248,African Americans
34737436,Indian
34737436,Indian
34737436,Indian Americans
34737436,Indian
34737436,Indian
10791971,Marathi people
10791971,Indian
10791971,Indian
27421661,Bosniaks
10595991,Indian
10595991,Indian
10595991,Indian
10595991,Indian
10595991,Indian
10595991,history of the Jews in India
10595991,Indian
10595991,Indian
10595991,Indian
10595991,Indian
10595991,Indian
27756303,Norwegian Americans
27756303,English people
27756303,English people
15063943,Indian
15063943,Bihari people
27369264,Hongkongers
23490183,Swedish Americans
2880075,Jewish people
4555159,Indian
4555159,Tamil
4555159,Konkani people
4555159,Mudaliar
32136475,Jewish people
164359,African Americans
26208838,Indian
26208838,Indian
26208838,Indian
26208838,Indian
26681637,Malayali
2029825,Australians
2029825,English people
2029825,Dutch Americans
2029825,Dutch Americans
2029825,English people
2029825,Jewish people
2029825,Iranian peoples
2029825,African Americans
2029825,Jewish people
1971197,Irish Americans
35962988,Indian
3361465,English people
3361465,Jewish people
3150394,Jewish people
3150394,Jewish people
20040056,Punjabis
20040056,Indian
20040056,Indian
20040056,African Americans
20040056,African people
20040056,Indian
1677642,English Americans
1677642,Irish Americans
27297528,Jewish people
27297528,British Americans
24028744,Belgians
24028744,Greek Canadians
4532800,Italian Australian
4532800,English people
4532800,English people
6198415,Jewish people
29831230,Bengali
29831230,Indian
22620929,Punjabis
6090957,English Americans
4396698,African Americans
4396698,American Jews
28319740,Nair
28319740,Indian
28319740,Indian
28319740,Indian
28319740,Malayali
28319740,Indian
28319740,Nair
12216999,Italian Americans
12216999,English people
15451313,Indian
15451313,Indian
15451313,Indian
15451313,Kashmiri Pandit
15451313,Brahmin caste
15451313,Indian
15451313,Indian
23691148,White Americans
5656694,Malayali
26227154,Mexicans
26227154,Italian Americans
171540,Jewish people
171540,Cajun
171540,Sicilian Americans
171540,Swedish Americans
14737225,Jewish people
11388102,Jewish people
14290295,Jewish people
19286343,Indian
