Movie_name,Movie_release_date,Ratings,Wikipedia_movie_ID,Actor_ethnicity,Movie_countries,Nomination
Blue Steel,1990,5.8,4503816.0,Jewish people,{'United States of America'},False
Blue Streak,1999,6.4,708479.0,African Americans,"{'United States of America', 'Germany'}",False
Blue Swallow,2005,6.9,3602237.0,Koreans,{'South Korea'},False
Blue Thunder,1983,6.4,1140398.0,African Americans,{'United States of America'},True
Blue Tiger,1994,5.4,17532991.0,Danes,"{'United States of America', 'Japan'}",False
Blue Tornado,1991,4.1,30050789.0,Jewish people,{'Italy'},False
Blue Velvet,1986,7.7,3947.0,Swedish Americans,{'United States of America'},True
Blue in the Face,1995,6.6,706378.0,Italian Americans,{'United States of America'},False
Bluebeard,1972,5.6,24475336.0,Welsh people,"{'Italy', 'West Germany', 'France'}",False
Blueprint,2003,5.6,1367183.0,Germans,{'Germany'},False
Blues Brothers 2000,1998,4.9,238906.0,African Americans,{'United States of America'},False
Blues in the Night,1941,6.7,3341234.0,Jewish people,{'United States of America'},True
Bluff Master,1963,6.0,20691181.0,Indian,{'India'},False
Bluffmaster,2005,6.6,3038177.0,Indian,{'India'},False
Blume in Love,1973,6.2,24539635.0,Swedish Americans,{'United States of America'},False
Blücher,1988,5.1,28362692.0,Norwegians,{'Norway'},False
Boarding Gate,2007,5.1,15668629.0,Italians,"{'Hong Kong', 'France'}",False
Boardwalk,1979,6.2,22245180.0,Jewish people,{'United States of America'},False
Bob & Carol & Ted & Alice,1969,6.7,1365985.0,Russians,{'United States of America'},True
Bob Roberts,1992,7.0,910628.0,Italian Americans,"{'United States of America', 'United Kingdom'}",False
Bob the Butler,2005,5.6,2726812.0,German Americans,"{'Canada', 'United Kingdom'}",False
Bobbie Jo and the Outlaw,1976,5.4,24817933.0,Mexican Americans,{'United States of America'},False
Bobbili Brahmanna,1984,6.0,26307226.0,Indian,{'India'},False
Bobbili Puli,1982,6.8,6456529.0,Indian,{'India'},False
Bobbili Raja,1990,6.9,7829229.0,Telugu people,{'India'},False
Bobbili Simham,1994,6.7,34609492.0,Indian,{'India'},False
Bobby,1973,6.9,2150352.0,Parsi,{'India'},True
Bobby,1973,6.9,2150352.0,Parsi,{'India'},True
Bobby,2006,7.0,3096383.0,Irish Americans,{'United States of America'},True
Bobby,2006,7.0,3096383.0,Irish Americans,{'United States of America'},True
Bobby,2002,3.6,6583033.0,Bunt,{'India'},True
Bobby,2002,3.6,6583033.0,Bunt,{'India'},True
Bobby Deerfield,1977,5.8,10594693.0,Italian Americans,{'United States of America'},False
Boccaccio '70,1962,7.0,30875295.0,Swedes,"{'Italy', 'France'}",False
"Bodies, Rest & Motion",1993,5.7,24077357.0,Jewish people,{'United States of America'},False
Body Armour,2007,4.0,33628294.0,Italian Americans,"{'Germany', 'Australia', 'Spain', 'United Kingdom', 'United States of America'}",False
Body Heat,1981,7.4,540654.0,Irish Americans,{'United States of America'},False
Body Parts,1991,5.7,9659901.0,Irish Americans,{'United States of America'},False
Body Shots,1999,4.9,9782757.0,Jewish people,{'United States of America'},False
Body Snatchers,1993,6.0,5735467.0,British Indian,{'United States of America'},False
Body and Soul,1925,6.2,1506585.0,African Americans,{'United States of America'},True
Body and Soul,1931,6.9,8962906.0,Dutch Americans,{'United States of America'},True
Body and Soul,1947,7.6,1506586.0,Germans,{'United States of America'},True
Body and Soul,1981,4.6,28096741.0,African Americans,{'United States of America'},True
Body of Evidence,1993,4.6,7489581.0,French Canadians,"{'United States of America', 'Germany'}",False
Body of Lies,2008,7.0,10061978.0,Russian Americans,{'United States of America'},False
Bodyguard,2011,4.9,28973039.0,Indian,{'India'},False
Bodyguard,2011,4.7,28973039.0,Indian,{'India'},False
Bodyguards and Assassins,2009,6.8,22667247.0,Hongkongers,"{'China', 'Hong Kong'}",False
Boeing Boeing,1985,7.3,18139826.0,Indian,{'India'},False
Bogus,1996,5.4,12284593.0,Jewish people,{'United States of America'},False
Boiler Room,2000,7.0,837494.0,Italians,{'United States of America'},False
Boiling Point,1993,5.0,9906067.0,Serbian Canadians,"{'United States of America', 'Japan', 'France'}",False
Bol Bachchan,2012,5.6,30856194.0,Indian,{'India'},False
Bol Radha Bol,1992,6.1,29865278.0,Punjabis,{'India'},False
Bolero,1984,3.0,2788063.0,Welsh Americans,{'United States of America'},False
Bollywood/Hollywood,2002,5.9,2687106.0,Indian,{'Canada'},False
Bolo Na Tumi Amar,2010,5.2,31614242.0,Indian,{'India'},False
Bolo Raam,2009,5.2,25714947.0,Indian,{'India'},False
Bolt,2008,6.8,2017211.0,Italian Americans,{'United States of America'},True
Bomb the System,2002,6.4,2531343.0,African Americans,{'United States of America'},False
Bombaat,2008,5.3,17853465.0,Kannada people,{'India'},False
Bombaiyer Bombete,2003,7.2,3126164.0,Bengali,{'India'},False
Bombardier,1943,6.0,20945069.0,Irish Americans,{'United States of America'},True
Bombay,1995,8.1,1056905.0,Indian,{'India'},False
Bombay Boys,1998,6.3,4036425.0,Indian,{'India'},False
Bombay Priyudu,1996,5.8,35583304.0,Indian,{'India'},False
Bombay Talkie,1970,5.6,4937659.0,Indian,{'India'},False
Bombay to Goa,1972,6.7,2810139.0,Parsi,{'India'},False
Bomber,1982,6.2,20712613.0,Italians,{'Italy'},False
Bombers B-52,1957,5.9,9782939.0,Russians,{'United States of America'},False
Bombshell,1933,7.1,3724251.0,Irish Americans,{'United States of America'},True
Bomma Borusa,1971,6.3,20817399.0,Indian,{'India'},False
Bommalattam,2008,6.2,11320470.0,Indian,{'India'},False
Bommarillu,2006,8.2,6058681.0,Niyogi,{'India'},False
Bon Jovi: When We Were Beautiful,2009,7.2,23445339.0,Italian Americans,{'United States of America'},False
Bon Voyage,2003,6.7,6758985.0,Germans,{'France'},False
Bones,2001,4.4,2352505.0,African Americans,"{'United States of America', 'Canada'}",False
Boni,2009,4.3,24720604.0,Telugu people,{'India'},False
Bonneville,2006,6.1,13102698.0,White Americans,{'United States of America'},False
Bonnie Scotland,1935,6.7,5693644.0,Scottish Americans,{'United States of America'},False
Bonnie and Clyde,1967,7.7,68245.0,White Americans,{'United States of America'},True
Boogeyman,2005,4.2,1469695.0,Irish Americans,"{'United States of America', 'New Zealand', 'Germany'}",False
Boogie Boy,1998,5.0,471547.0,Irish Americans,{'United States of America'},False
Boogie Man: The Lee Atwater Story,2008,7.6,19200039.0,Romanian Americans,"{'United States of America', 'United Kingdom'}",False
Boogie Nights,1997,7.9,452017.0,Swedish Americans,{'United States of America'},True
Boogie Woogie,2009,5.1,14035596.0,German Americans,{'United Kingdom'},False
Book of Love,2004,5.4,5664334.0,Jewish people,{'United States of America'},False
Book of Shadows: Blair Witch 2,2000,4.0,1189552.0,White Americans,{'United States of America'},False
Bookies,2003,5.9,10676879.0,Jewish people,"{'United States of America', 'Germany'}",False
Boom,2003,2.3,4186543.0,Kayastha,{'India'},False
Boom Town,1940,7.0,1777992.0,Irish Americans,{'United States of America'},True
Boom!,1968,5.5,7589186.0,Welsh people,{'United Kingdom'},False
Boomerang,1992,5.6,1961084.0,African Americans,{'United States of America'},False
Boot Hill,1969,5.5,9751411.0,Italians,{'Italy'},False
Boot Polish,1954,7.9,4058835.0,history of the Jews in India,{'India'},True
Bootmen,2000,6.2,10155579.0,English Australian,"{'United States of America', 'New Zealand', 'Australia'}",False
Booty Call,1997,5.5,1291727.0,African Americans,{'United States of America'},False
Bopha!,1993,6.5,3984733.0,African Americans,{'United States of America'},False
Bordello of Blood,1996,5.4,706863.0,Greek Americans,{'United States of America'},False
Border,1997,7.9,4980155.0,Indian,{'India'},True
Border,1997,7.9,4980155.0,Indian,{'India'},True
Border Incident,1949,7.0,2609661.0,Mexicans,{'United States of America'},False
Border Line,2002,7.1,7434119.0,Japanese people,{'Japan'},False
Borderline,1930,6.1,11685387.0,African Americans,"{'United Kingdom', 'Switzerland'}",False
Borderline,1950,6.0,24061036.0,Irish people,{'United States of America'},False
Borderline,1980,6.0,24211707.0,Lithuanian American,{'United States of America'},False
Bordertown,1935,6.6,9092660.0,Jewish people,{'United States of America'},False
Boris Godounov,1989,7.2,24092798.0,Russians,"{'Yugoslavia', 'France', 'Spain'}",False
Born Again,1978,5.1,8894300.0,African Americans,{'United States of America'},False
Born Reckless,1958,4.7,26292590.0,Swedish Americans,{'United States of America'},False
Born Romantic,2000,6.4,19554764.0,Scottish Americans,{'United Kingdom'},False
Born Yesterday,1950,7.5,2066293.0,Jewish people,{'United States of America'},True
Born Yesterday,1993,5.2,6978596.0,White Americans,{'United States of America'},True
Born in East L.A.,1987,6.0,1188061.0,Mexican Americans,{'United States of America'},False
Born in Flames,1983,6.5,390693.0,African Americans,{'United States of America'},False
Born on the Fourth of July,1989,7.2,4457806.0,Jewish people,{'United States of America'},True
Born to Be Bad,1950,6.6,17764048.0,British Americans,{'United States of America'},False
Born to Be Wild,1995,5.2,12810600.0,Irish Americans,"{'United States of America', 'Japan'}",False
Born to Be Wild,1995,6.2,12810600.0,Irish Americans,"{'United States of America', 'Japan'}",False
Born to Boogie,1972,6.9,3678160.0,Jewish people,{'United Kingdom'},False
Born to Dance,1936,6.7,3680736.0,Scottish Americans,{'United States of America'},True
Born to Kill,1947,7.2,1708475.0,Irish people,{'United States of America'},False
Born to Race,1988,4.0,27998145.0,Jewish people,{'United States of America'},False
Born to Raise Hell,2010,4.3,25214913.0,Irish Americans,{'United States of America'},False
Born to Ride,1991,5.1,25840783.0,Greek Americans,{'United States of America'},False
Born to Win,1971,5.8,15887664.0,Spanish Americans,{'United States of America'},False
Borsalino and Co.,1974,6.3,32721932.0,French,"{'Italy', 'West Germany', 'France'}",False
Bose,2004,4.5,9668048.0,Tamil,{'India'},False
Boss,2006,4.3,7076105.0,Indian,{'India'},False
Boss Nigger,1974,6.3,8355122.0,African Americans,{'United States of America'},False
Boss'n Up,2005,4.7,3422454.0,African Americans,{'United States of America'},False
Bossa Nova,2000,6.3,5269549.0,Jewish people,"{'United States of America', 'Brazil'}",False
Bottle Rocket,1996,6.9,524139.0,Irish Americans,{'United States of America'},False
Bottle Shock,2008,6.8,17733263.0,White Americans,{'United States of America'},False
Bottoms Up,1934,5.8,21152826.0,Irish Americans,{'United States of America'},False
Bouboulina,1959,6.4,26706989.0,names of the Greeks,{'Greece'},False
Boulevard,1994,5.2,12113716.0,Filipino Americans,"{'United States of America', 'Canada'}",False
Bounce,2000,5.8,2216783.0,Scottish Americans,{'United States of America'},False
Bound,1996,7.3,249838.0,Jewish people,{'United States of America'},False
Bound for Glory,1976,7.2,101927.0,Scottish Americans,{'United States of America'},True
Bow Barracks Forever,2004,6.0,12574857.0,Bengali,{'India'},False
Bowfinger,1999,6.5,1409665.0,African Americans,{'United States of America'},False
Boxcar Bertha,1972,6.0,1873017.0,Jewish people,{'United States of America'},False
Boxing Helena,1993,4.7,77460.0,Irish Americans,{'United States of America'},False
Boy,2009,5.9,24810268.0,Filipino people,{'Philippines'},False
Boy Culture,2006,6.8,12541481.0,African Americans,{'United States of America'},False
Boy Friend,1961,7.8,10702360.0,Indian,{'India'},False
Boy Meets Girl,1998,5.4,6590753.0,Italian Americans,"{'United States of America', 'Canada'}",False
Boy Pick-Up: The Movie,2012,5.2,36045053.0,Chinese Filipino,{'Philippines'},False
Boy on a Dolphin,1957,6.2,6701452.0,Italians,{'United States of America'},True
Boy! What a Girl!,1947,5.6,20719704.0,African Americans,{'United States of America'},False
"Boy, Did I Get a Wrong Number!",1966,5.5,5427514.0,White Americans,{'United States of America'},False
Boyhood Loves,2001,6.9,24734749.0,French,{'France'},False
Boys,1996,4.9,5391207.0,Jewish people,{'United States of America'},False
Boys,2003,7.2,4671604.0,Telugu people,{'India'},False
Boys Don't Cry,1999,7.5,543162.0,Spanish Americans,{'United States of America'},True
Boys Life 2,1997,6.5,1496793.0,Irish Americans,{'United States of America'},False
Boys Life 3,2000,6.2,1496798.0,Jewish people,"{'United States of America', 'France'}",False
Boys Town,1938,7.2,740989.0,Irish Americans,{'United States of America'},True
Boys and Girls,2000,5.4,4132529.0,Italian Americans,{'United States of America'},True
Boys of the City,1940,5.5,5858300.0,African Americans,{'United States of America'},False
Boys on the Side,1995,6.5,806082.0,Swedish Americans,"{'United States of America', 'France'}",False
Boys' Night Out,1962,6.5,313885.0,White Americans,{'United States of America'},False
Boys' Reformatory,1939,5.4,14072881.0,Irish Americans,{'United States of America'},False
Braddock: Missing in Action III,1988,4.9,5638049.0,Cherokee,{'United States of America'},False
Brahma,1994,5.4,35368665.0,Indian,{'India'},False
Brahma Puthrudu,1988,8.2,34252872.0,Telugu people,{'India'},False
Brahmachari,1968,6.6,25968481.0,Indian,{'India'},True
Brahmachari,1968,7.8,25968481.0,Indian,{'India'},True
Brain Dead,1990,5.9,11923262.0,White Americans,{'United States of America'},False
Brain Donors,1992,6.9,3059075.0,English people,{'United States of America'},False
Brainscan,1994,6.0,932171.0,Mexicans,"{'United States of America', 'United Kingdom', 'Canada'}",False
Brainstorm,1965,6.6,2245035.0,Swedes,{'United States of America'},False
Brainstorm,1983,6.4,1103547.0,German Americans,{'United States of America'},False
Brake,2012,6.0,33762271.0,American Jews,{'United States of America'},False
Bram Stoker's Dracula,1992,7.4,337740.0,Jewish people,{'United States of America'},True
Branded,2012,4.6,36500436.0,Jewish people,"{'United States of America', 'Russia'}",False
Brannigan,1975,6.1,3818454.0,Cuban Americans,{'United Kingdom'},False
Brass Monkey,1948,5.1,5597562.0,Jewish people,"{'United States of America', 'United Kingdom'}",False
Brass Target,1978,5.9,12163624.0,Italians,{'United States of America'},False
Brassed Off,1996,7.2,1265864.0,English people,"{'United States of America', 'United Kingdom'}",False
Bratuku Theruvu,1953,7.3,27125437.0,Indian,{'India'},False
Brave,2012,7.1,16839300.0,Irish migration to Great Britain,{'United States of America'},True
Braveheart,1995,8.3,4560.0,French,{'United States of America'},True
Bravissimo,1955,6.5,20771864.0,Italians,{'Italy'},False
Bravo maestro,1978,7.2,22777985.0,Serbs of Croatia,{'Yugoslavia'},False
Brazil,1985,7.8,74537.0,Romanichal,{'United Kingdom'},True
Brazil,1985,7.8,74537.0,Romanichal,{'United Kingdom'},True
Breach,2007,7.0,8351476.0,Irish Americans,{'United States of America'},False
Bread and Chocolate,1974,7.4,8248274.0,Italians,{'Italy'},False
Bread and Roses,2000,7.0,5496661.0,Hungarian Americans,"{'Germany', 'France', 'Spain', 'United Kingdom', 'Italy', 'Switzerland'}",False
"Bread, Love and Dreams",1953,6.9,9443302.0,Italians,{'Italy'},True
Break,2009,3.4,29745638.0,Italian Americans,{'Germany'},False
Break Ke Baad,2010,5.2,25958067.0,Indian Americans,{'India'},False
Break Up Club,2010,5.9,27404274.0,Chinese Americans,{'Hong Kong'},False
Breakaway,2011,5.7,31805558.0,Indo,"{'Canada', 'India'}",False
Breakdown,1997,7.0,1730420.0,Irish Americans,{'United States of America'},False
Breaker! Breaker!,1977,4.3,3730804.0,Cherokee,{'United States of America'},False
Breakfast at Tiffany's,1961,7.6,51906.0,Irish people,{'United States of America'},True
Breakfast of Champions,1999,4.5,3210646.0,English people,{'United States of America'},False
Breakfast on Pluto,2005,7.2,9776999.0,Irish people,"{'Ireland', 'United Kingdom'}",False
Breakheart Pass,1975,6.7,18016293.0,Lithuanian American,{'United States of America'},False
Breakin',1984,5.9,2168542.0,African Americans,{'United States of America'},False
Breakin' 2: Electric Boogaloo,1984,5.1,2251076.0,African Americans,{'United States of America'},False
Breakin' All the Rules,2004,5.6,885274.0,African Americans,{'United States of America'},False
Breaking Away,1979,7.7,103029.0,Cajun,{'United States of America'},True
Breaking Dawn,2004,5.5,34169145.0,English people,{'United States of America'},False
Breaking Glass,1980,6.8,1933671.0,English people,"{'United Kingdom', 'England'}",False
Breaking In,1989,6.1,22215272.0,African Americans,{'United States of America'},False
Breaking News,2004,6.7,7398707.0,Hongkongers,{'Hong Kong'},False
Breaking Out,1999,6.3,12665150.0,Swedes,{'Sweden'},False
Breaking Point,2009,4.8,22288944.0,African Americans,{'United States of America'},False
Breaking Up,1997,4.7,22898760.0,Mexicans,{'United States of America'},False
Breaking and Entering,2006,6.5,11777954.0,English people,"{'United States of America', 'United Kingdom'}",False
Breaking the Ice,1938,5.1,24437207.0,Irish Americans,{'United States of America'},True
Breaking the Silence,2000,6.9,18496174.0,Chinese Singaporeans,{'China'},False
Breaking the Waves,1996,7.8,781946.0,English people,"{'Germany', 'France', 'Norway', 'Iceland', 'Denmark', 'Netherlands', 'Sweden'}",True
Breakout,1975,6.1,7567720.0,Lithuanian American,{'United States of America'},False
Breakthrough,1979,5.0,13639421.0,Welsh people,{'West Germany'},True
Breath,2007,6.9,16703978.0,Taiwanese,{'South Korea'},False
Breath of Life,1990,6.8,28661161.0,White British,{'Italy'},False
Breathless,1960,7.7,339526.0,French,"{'United States of America', 'France'}",False
Breathless,1983,6.0,5989305.0,Irish Americans,{'United States of America'},False
Breezy,1973,7.0,5016294.0,English Americans,{'United States of America'},False
Brenda Starr,1989,4.7,16205281.0,German Americans,{'United States of America'},False
Brewster's Millions,1921,6.8,13810883.0,Scottish Americans,{'United States of America'},True
Brewster's Millions,1945,6.6,21388424.0,African Americans,{'United States of America'},True
Brewster's Millions,1985,6.5,6312980.0,African Americans,{'United States of America'},True
Brick Lane,2007,6.6,18658640.0,Indian,"{'United Kingdom', 'India'}",False
Bride Wars,2009,5.5,17323415.0,American Jews,{'United States of America'},False
Bride for Sale,1949,6.2,10387991.0,Irish people,{'United States of America'},False
Bride of Chucky,1998,5.6,30865068.0,Germans,"{'United States of America', 'Canada'}",False
Bride of Re-Animator,1990,6.2,1336108.0,African Americans,{'United States of America'},False
Bride of Vengeance,1949,5.6,26461198.0,Scottish Americans,{'United States of America'},False
Bride of the Gorilla,1951,4.4,6708534.0,Scottish Americans,{'United States of America'},False
Bride of the Wind,2001,5.7,12481451.0,Welsh people,"{'United States of America', 'United Kingdom', 'Austria', 'Germany'}",False
Brides,2004,7.6,3809621.0,English people,{'Greece'},False
Brideshead Revisited,2008,6.6,10825522.0,Italian Australian,"{'Morocco', 'United Kingdom', 'Italy'}",False
Bridesmaids,2011,6.8,29267698.0,Irish Americans,{'United States of America'},True
Bridge of Dragons,1999,4.7,19484996.0,Swedes,{'United States of America'},False
Bridge to Terabithia,2007,7.2,7865977.0,Irish Americans,"{'United States of America', 'New Zealand', 'Australia'}",False
Bridge to the Sun,1961,7.1,9096145.0,Polish Americans,"{'United States of America', 'France'}",False
Bridget Jones's Diary,2001,6.8,1774803.0,peoples,"{'Ireland', 'United Kingdom', 'France'}",True
Bridget Jones: The Edge of Reason,2004,6.0,1157124.0,peoples,"{'United States of America', 'United Kingdom'}",False
Brief Encounter,1945,8.0,70508.0,Jewish people,{'United Kingdom'},True
Brigada explosiva contra los ninjas,1986,5.1,9676426.0,Italians,{'Argentina'},False
Brigadoon,1954,6.8,15048299.0,Dutch Americans,{'United States of America'},True
Brigands,1999,5.7,29832052.0,Sicilian Americans,{'Italy'},False
Brigham Young,1940,6.3,420692.0,French Americans,{'United States of America'},False
Bright Angel,1990,5.5,32790377.0,English Americans,{'United States of America'},False
Bright Eyes,1934,7.2,1199985.0,English people,{'United States of America'},False
Bright Leaf,1950,6.7,2527873.0,American Jews,{'United States of America'},False
"Bright Lights, Big City",1988,5.7,5007560.0,Jewish people,"{'United States of America', 'Japan'}",False
Bright Road,1953,6.7,28842888.0,African Americans,{'United States of America'},False
Bright Star,2009,6.9,17404922.0,English people,"{'United Kingdom', 'Australia', 'France'}",True
Bright Young Things,2003,6.5,957179.0,English people,{'United Kingdom'},False
Brighton Rock,2010,5.7,29749526.0,English people,"{'United Kingdom', 'France'}",False
Bring It On,2000,6.1,766887.0,German Americans,{'United States of America'},False
Bring Me the Head of Alfredo Garcia,1974,7.4,314406.0,Mexicans,"{'United States of America', 'Mexico'}",False
Bring Me the Head of Mavis Davis,1997,5.2,6499613.0,Italian Americans,{'United Kingdom'},False
Bring on the Night,1985,7.4,7628341.0,African Americans,"{'United States of America', 'United Kingdom'}",False
Bringing Down the House,2003,5.6,3090812.0,African Americans,{'United States of America'},False
Bringing Out the Dead,1999,6.9,348356.0,German Americans,{'United States of America'},False
Bringing Rain,2003,5.4,8170692.0,Italian Americans,{'United States of America'},False
Bringing Up Bobby,2011,5.0,32306156.0,White Americans,{'United States of America'},False
Britannia Hospital,1982,6.2,2452747.0,English people,{'United Kingdom'},False
British Agent,1934,6.1,21209475.0,Jewish people,{'United States of America'},False
Broadcast News,1987,7.3,129278.0,Jewish people,{'United States of America'},True
Broadway,1942,6.3,4136480.0,Irish Americans,{'United States of America'},False
Broadway Bill,1934,6.7,5909296.0,African Americans,{'United States of America'},False
Broadway Danny Rose,1984,7.4,2421409.0,Jewish people,{'United States of America'},True
Broadway Melody of 1936,1935,6.7,61480.0,Jewish people,{'United States of America'},True
Broadway Melody of 1938,1937,6.7,1592450.0,Danish Americans,{'United States of America'},False
Broadway Melody of 1940,1940,7.3,1484938.0,German Americans,{'United States of America'},False
Broadway Rhythm,1944,5.9,9582499.0,African Americans,{'United States of America'},False
Broadway Scandals,1929,5.9,24164531.0,Jewish people,{'United States of America'},False
Brokeback Mountain,2005,7.7,1623960.0,Irish Australian,{'United States of America'},True
Brokedown Palace,1999,6.4,2727959.0,English people,{'United States of America'},False
Broken,2007,7.2,16437578.0,White Americans,{'United States of America'},False
Broken Angel,2008,6.4,15968947.0,Irish Americans,{'United States of America'},False
Broken Arrow,1950,7.1,993532.0,Scottish Americans,{'United States of America'},True
Broken Arrow,1996,6.1,524813.0,African Americans,{'United States of America'},True
Broken Bridges,2006,5.9,6322722.0,African Americans,{'United States of America'},False
Broken City,2013,6.1,33927471.0,Swedish Americans,{'United States of America'},False
Broken Embraces,2009,7.2,18609739.0,Czechs,"{'United States of America', 'Czech Republic', 'Slovak Republic', 'Spain'}",False
Broken English,1996,6.4,9417340.0,Kiwi,{'New Zealand'},False
Broken English,2007,6.3,8619442.0,French,"{'United States of America', 'Japan', 'France'}",False
Broken Flowers,2005,7.1,1904012.0,Irish Americans,"{'United States of America', 'France'}",False
Broken Hill,2009,6.2,24978946.0,Colombian Americans,"{'New Zealand', 'Australia'}",False
Broken Lance,1954,6.9,1591865.0,Irish Americans,{'United States of America'},True
Broken Oath,1977,6.9,10932345.0,Hongkongers,{'Hong Kong'},False
Broken Vessels,1998,6.5,16258792.0,Asian Americans,{'United States of America'},False
Bronco Billy,1980,6.2,5016298.0,English Americans,{'United States of America'},False
Bronson,2008,7.0,20370386.0,English people,{'United Kingdom'},False
Brooklyn Lobster,2005,6.3,6341430.0,Italian Americans,{'United States of America'},False
Brooklyn's Finest,2009,6.7,17776794.0,Irish Americans,{'United States of America'},False
Broth of a Boy,1959,6.5,28925614.0,Irish people,{'Ireland'},False
Brother,1997,7.8,2502339.0,Russians,{'Russia'},False
Brother,2000,7.1,748953.0,African Americans,"{'United States of America', 'United Kingdom', 'Japan'}",False
Brother Bear,2003,6.9,355548.0,Jewish people,{'United States of America'},True
Brother John,1971,6.4,12933842.0,African Americans,{'United States of America'},False
Brother Orchid,1940,7.0,11361551.0,Dutch Americans,{'United States of America'},False
Brother Rat and a Baby,1940,5.3,33061756.0,Scottish Americans,{'United States of America'},False
"Brother Sun, Sister Moon",1972,7.2,2380622.0,English people,"{'United Kingdom', 'Italy'}",True
Brother of Sleep,1995,7.0,19105273.0,Germans,{'Germany'},False
Brother to Brother,2004,7.1,6493268.0,African Americans,{'United States of America'},False
Brother's Justice,2010,4.5,31908520.0,Irish people,{'United States of America'},False
Brotherhood,2010,6.3,30282734.0,African Americans,{'United States of America'},True
Brotherhood of Blood,2007,3.5,4278011.0,African Americans,"{'United States of America', 'Germany'}",False
Brotherhood of the Wolf,2001,7.0,1031292.0,French,{'France'},False
Brothers,2004,7.5,6504302.0,Danes,"{'Sweden', 'United Kingdom', 'Denmark', 'Norway'}",False
Brothers,2009,7.1,14882944.0,Israeli Americans,{'United States of America'},False
Brothers Five,1970,6.6,14085641.0,Hongkongers,"{'China', 'Hong Kong'}",False
Brothers of the Head,2005,6.2,6182610.0,Welsh people,"{'United Kingdom', 'England'}",False
Brown Sugar,2002,6.5,2724358.0,African Americans,{'United States of America'},False
Brown's Requiem,1998,5.7,5891241.0,Jewish people,{'United States of America'},False
Brubaker,1980,7.1,3168490.0,German Americans,{'United States of America'},True
Bruce Almighty,2003,6.8,237303.0,Scottish Americans,{'United States of America'},False
"Bruce Lee, My Brother",2010,6.4,29730454.0,Hongkongers,"{'United States of America', 'China', 'Hong Kong'}",False
Bruiser,2000,5.3,2894603.0,English people,"{'United States of America', 'Canada'}",False
Brushfire,1962,7.7,26084240.0,Jewish people,{'United States of America'},False
Brutal Massacre: A Comedy,2007,5.7,19767494.0,African Americans,{'United States of America'},False
Bryan Loves You,2008,2.3,32665121.0,African Americans,{'United States of America'},False
Brüno,2009,5.9,17997162.0,English people,{'United States of America'},False
Bubble Boy,2001,5.7,948784.0,Swedish Americans,{'United States of America'},False
Bubble Fiction: Boom or Bust,2007,6.7,12271243.0,Japanese people,{'Japan'},False
Buccaneer's Girl,1950,6.1,27756303.0,Norwegian Americans,{'United States of America'},False
Buck Benny Rides Again,1940,6.9,22235398.0,Jewish people,{'United States of America'},False
Buck Rogers in the 25th Century,1979,6.5,2740780.0,Jewish people,{'United States of America'},False
Buck and the Preacher,1972,6.6,18764211.0,African Americans,{'United States of America'},False
Bucky Larson: Born to Be a Star,2011,3.3,26127858.0,Americans,{'United States of America'},False
Buddha Mar Gaya,2007,3.0,13161720.0,Indian,{'India'},False
Buddha Mountain,2010,6.7,32301635.0,Taiwanese,{'China'},False
Buddy,1997,4.8,6599431.0,Italian Americans,{'United States of America'},False
Buddy Buddy,1981,6.5,9110934.0,British Americans,{'United States of America'},False
Buddy's Song,1991,5.2,30864842.0,English people,{'United Kingdom'},False
Budget Padmanabham,2001,5.5,34243460.0,Indian,{'India'},False
Budhivanta,2008,7.2,19420639.0,Punjabis,{'India'},False
Budtameez,1966,7.4,14481618.0,Indian,{'India'},False
Buffalo '66,1998,7.4,217835.0,American Jews,{'United States of America'},False
Buffalo Bill,1944,6.4,13731934.0,Irish people,{'United States of America'},False
Buffalo Soldiers,2001,6.7,2807539.0,Jewish people,"{'United Kingdom', 'Germany'}",False
Buffy the Vampire Slayer,1992,5.7,4231.0,Swedish Americans,{'United States of America'},False
Bug,2002,7.1,10106919.0,Irish Americans,{'United States of America'},False
Bug,2006,6.1,3486717.0,Irish Americans,{'United States of America'},False
Bug Buster,1998,3.9,21450904.0,Cajun,{'United States of America'},False
Bug Me Not!,2005,5.0,7994800.0,Portuguese,{'Hong Kong'},False
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982,7.0,27624205.0,Jewish people,{'United States of America'},False
Bugsy,1991,6.8,133480.0,Polish Americans,{'United States of America'},True
Bugsy Malone,1976,6.8,307158.0,English Americans,"{'United States of America', 'United Kingdom'}",True
Bulandi,2000,5.2,18325540.0,Indian,{'India'},False
Bull Durham,1988,7.0,670386.0,English Americans,{'United States of America'},True
Bulldog Drummond,1929,6.3,142842.0,Jewish people,{'United States of America'},True
Bulldog Drummond Comes Back,1937,5.9,26031336.0,Irish Americans,{'United States of America'},False
Bulldog Drummond Strikes Back,1947,6.6,13129799.0,African Americans,{'United States of America'},False
Bulldog Drummond in Africa,1938,6.0,25928703.0,Mexican Americans,{'United States of America'},False
Bulldog Drummond's Secret Police,1939,6.1,277290.0,Irish people,{'United States of America'},False
Bullet,1996,6.4,5789454.0,African Americans,{'United States of America'},False
Bullet in the Head,1990,7.5,1862671.0,Hongkongers,{'Hong Kong'},False
Bulletproof,1996,5.8,1113278.0,Jewish people,{'United States of America'},False
Bulletproof Monk,2003,5.5,214148.0,Hongkongers,{'United States of America'},False
