Movie_name,Movie_release_date
Carnal Knowledge,1971
Death in Venice,1971
Diamonds Are Forever,1971
Dodes'ka-den,1971
Evolution,1971
Good Morning,1971
McCabe & Mrs. Miller,1971
On Any Sunday,1971
Ra,1971
Somebody Waiting,1971
Straw Dogs,1971
The Boy Friend,1971
The Conformist,1971
The Emigrants,1971
The Go-Between,1971
The Numbers Start with the River,1971
The Policeman,1971
The Rehearsal,1971
The Selfish Giant,1971
The Sorrow and the Pity,1971
What's the Matter with Helen?,1971
When Dinosaurs Ruled the Earth,1971
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,1971
Willy Wonka & the Chocolate Factory,1971
The Godfather,1972
Cabaret,1972
The Poseidon Adventure,1972
Travels with My Aunt,1972
Butterflies Are Free,1972
The Candidate,1972
The Discreet Charm of the Bourgeoisie,1972
A Christmas Carol,1972
Limelight,1972
Marjoe,1972
Norman Rockwell's World... An American Dream,1972
This Tiny World,1972
Lady Sings the Blues,1972
Sleuth,1972
Sounder,1972
Deliverance,1972
Young Winston,1972
Pete 'n' Tillie,1972
The Heartbreak Kid,1972
1776,1972
Ape and Super-Ape,1972
Ben,1972
Fat City,1972
Frog Story,1972
Hundertwasser's Rainy Day,1972
I Love You Rosa,1972
Images,1972
K-Z,1972
Kama Sutra Rides Again,1972
The Life and Times of Judge Roy Bean,1972
Malcolm X,1972
Man of La Mancha,1972
Manson,1972
Murmur of the Heart,1972
My Dearest Senorita,1972
Napoleon and Samantha,1972
Selling Out,1972
Solo,1972
The Dawns Here Are Quiet,1972
The Hot Rock,1972
The Little Ark,1972
The New Land,1972
The Ruling Class,1972
The Silent Revolution,1972
The Stepmother,1972
The Tide of Traffic,1972
Tup Tup,1972
The Sting,1973
The Exorcist,1973
The Way We Were,1973
A Touch of Class,1973
Cries and Whispers,1973
Paper Moon,1973
Save the Tiger,1973
The Paper Chase,1973
Day for Night,1973
Frank Film,1973
Princeton: A Search for Answers,1973
The Bolero,1973
The Great American Cowboy,1973
American Graffiti,1973
Cinderella Liberty,1973
The Last Detail,1973
Tom Sawyer,1973
Jonathan Livingston Seagull,1973
Last Tango in Paris,1973
Serpico,1973
"Summer Wishes, Winter Dreams",1973
The Day of the Dolphin,1973
Always a New Beginning,1973
Background,1973
Bang the Drum Slowly,1973
Battle of Berlin,1973
"Brother Sun, Sister Moon",1973
Christo's Valley Curtain,1973
Clockmaker,1973
Four Stones for Kanemitsu,1973
Jesus Christ Superstar,1973
Journey to the Outer Limits,1973
L'Invitation,1973
Life Times Nine,1973
Live and Let Die,1973
Ludwig,1973
Paisti ag obair,1973
Papillion,1973
Pulcinella,1973
Robin Hood,1973
The Day of the Jackal,1973
The House on Chelouche Street,1973
The Legend of John Henry,1973
The Pedestrian,1973
Turkish Delight,1973
Walls of Fire,1973
The Godfather Part II,1974
The Towering Inferno,1974
The Great Gatsby,1974
Chinatown,1974
Murder on the Orient Express,1974
Earthquake,1974
Alice Doesn't Live Here Anymore,1974
Harry and Tonto,1974
Amarcord,1974
Closed Mondays,1974
Don't,1974
Hearts and Minds,1974
One-Eyed Men Are Kings,1974
Lenny,1974
Blazing Saddles,1974
The Conversation,1974
A Woman Under the Influence,1974
The Little Prince,1974
Young Frankenstein,1974
Antonia: A Portrait of the Woman,1974
Benji,1974
Cats' Play,1974
City Out of Wilderness,1974
Claudine,1974
Climb,1974
Daisy Miller,1974
Exploratorium,1974
Gold,1974
Hunger,1974
John Muir's High Sierra,1974
"Lacombe, Lucien",1974
Naked Yoga,1974
Phantom of the Paradise,1974
Planet Ocean,1974
Shanks,1974
The 81st Blow,1974
The Apprenticeship of Duddy Kravitz,1974
The Challenge... A Tribute to Modern Art,1974
The Concert,1974
The Deluge,1974
The Family That Dwelt Apart,1974
The Island at the Top of the World,1974
The Longest Yard,1974
The Truce,1974
The Violin,1974
The Wild and the Brave,1974
Thunderbolt and Lightfoot,1974
Voyage to Next,1974
Winnie the Pooh and Tigger Too,1974
One Flew Over the Cuckoo's Nest,1975
Barry Lyndon,1975
Jaws,1975
Dog Day Afternoon,1975
Nashville,1975
Shampoo,1975
The Hindenburg,1975
The Sunshine Boys,1975
Angel and Big Joe,1975
Dersu Uzala,1975
Great,1975
The End of the Game,1975
The Man Who Skied Down Everest,1975
Funny Lady,1975
The Man Who Would Be King,1975
Bite the Bullet,1975
Profumo di donna,1975
The Day of the Locust,1975
The Wind and the Lion,1975
Tommy,1975
A Day in the Life of Bonnie Consolo,1975
And Now My Love,1975
Arthur and Lillie,1975
"Birds Do It, Bees Do It",1975
Conquest of Light,1975
Dawn Flight,1975
Doubletalk,1975
"Farewell, My Lovely",1975
Fighting for Our Lives,1975
"Give 'em Hell, Harry!",1975
Hedda,1975
Hester Street,1975
Kick Me,1975
Letters from Marusia,1975
Lies My Father Told Me,1975
Mahogany,1975
Millions of Years Ahead of Man,1975
Monsieur Pointu,1975
Once Is Not Enough,1975
Probes in Space,1975
Sandakan No. 8,1975
Sisyphus,1975
The California Reich,1975
The Four Musketeers,1975
The Incredible Machine,1975
The Magic Flute,1975
The Man in the Glass Booth,1975
The Other Half of the Sky: A China Memoir,1975
The Other Side of the Mountain,1975
The Promised Land,1975
The Story of Adele H.,1975
Three Days of the Condor,1975
Whiffs,1975
Whistling Smith,1975
Rocky,1976
Network,1976
All the President's Men,1976
Bound for Glory,1976
A Star is Born,1976
Fellini's Casanova,1976
The Omen,1976
Black and White in Color,1976
"Harlan County, USA",1976
In the Region of Ice,1976
Leisure,1976
Number Our Days,1976
Seven Beauties,1976
Taxi Driver,1976
Cousin Cousine,1976
Voyage of the Damned,1976
Carrie,1976
Face to Face,1976
King Kong,1976
Logan's Run,1976
The Incredible Sarah,1976
The Seven-Per-Cent Solution,1976
American Shoeshine,1976
Blackwood,1976
Bugsy Malone,1976
Dedalo,1976
Half a House,1976
Hollywood on Trial,1976
Jacob the Liar,1976
Kudzu,1976
Marathon Man,1976
Nights and Days,1976
Nightlife,1976
Number One,1976
Obsession,1976
Off the Edge,1976
People of the Wind,1976
Silver Streak,1976
The End of the Road,1976
The Front,1976
The Last Tycoon,1976
The Morning Spider,1976
The Outlaw Josey Wales,1976
The Passover Plot,1976
The Pink Panther Strikes Again,1976
The Shootist,1976
The Street,1976
Two-Minute Warning,1976
Universe,1976
Volcano: An Inquiry into the Life and Death of Malcolm Lowry,1976
Annie Hall,1977
Star Wars,1977
Julia,1977
Close Encounters of the Third Kind,1977
The Goodbye Girl,1977
A Little Night Music,1977
Gravity Is My Enemy,1977
I'll Find a Way,1977
Madame Rosa,1977
The Sand Castle,1977
Who Are the DeBolts? And Where Did They Get Nineteen Kids?,1977
You Light Up My Life,1977
The Turning Point,1977
Equus,1977
The Spy Who Loved Me,1977
A Special Day,1977
Airport '77,1977
Looking for Mr. Goodbar,1977
Pete's Dragon,1977
That Obscure Object of Desire,1977
The Slipper and the Rose,1977
"Agueda Martinez: Our People, Our Country",1977
Bead Game,1977
First Edition,1977
Floating Free,1977
High Grass Circus,1977
Homage to Chagall: The Colours of Love,1977
I Never Promised You a Rose Garden,1977
Iphigenia,1977
Islands in the Stream,1977
Jimmy the C.,1977
"Mohammad, Messenger of God",1977
Notes on the Popular Arts,1977
"Of Time, Tombs and Treasures",1977
"Oh, God!",1977
Operation Thunderbolt,1977
Saturday Night Fever,1977
Smokey and the Bandit,1977
Sorcerer,1977
Spacebone,1977
The Absent-Minded Waiter,1977
The Children of Theatre Street,1977
The Deep,1977
The Doonesbury Special,1977
The Late Show,1977
The Other Side of Midnight,1977
The Rescuers,1977
The Shetland Experience,1977
Union Maids,1977
The Deer Hunter,1978
Coming Home,1978
Midnight Express,1978
Heaven Can Wait,1978
Days of Heaven,1978
California Suite,1978
The Buddy Holly Story,1978
Death on the Nile,1978
Get Out Your Handkerchiefs,1978
Scared Straight!,1978
Special Delivery,1978
Teenage Father,1978
Thank God It's Friday,1978
The Flight of the Gossamer Condor,1978
Interiors,1978
"Same Time, Next Year",1978
The Wiz,1978
An Unmarried Woman,1978
Superman,1978
The Boys from Brazil,1978
Autumn Sonata,1978
A Different Approach,1978
An Encounter with Faces,1978
Bloodbrothers,1978
Caravans,1978
Comes a Horseman,1978
Foul Play,1978
Goodnight Miss Ann,1978
Grease,1978
Hooper,1978
Hungarians,1978
Mandy's Grandmother,1978
Mysterious Castles of Clay,1978
Oh My Darling,1978
Pretty Baby,1978
Raoni,1978
Rip Van Winkle,1978
Squires of San Quentin,1978
Strange Fruit,1978
The Brink's Job,1978
The Divided Trail: A Native American Odyssey,1978
The Glass Cell,1978
The Lovers' Wind (Le vent des amoureux),1978
The Magic of Lassie,1978
The Swarm,1978
Viva Italia!,1978
White Bim Black Ear,1978
With Babies and Banners: Story of the Women's Emergency Brigade,1978
Kramer vs. Kramer,1979
All That Jazz,1979
Apocalypse Now,1979
Norma Rae,1979
Breaking Away,1979
A Little Romance,1979
Alien,1979
Being There,1979
Best Boy,1979
Board and Care,1979
Every Child,1979
Paul Robeson: Tribute to an Artist,1979
The Tin Drum,1979
The China Syndrome,1979
The Rose,1979
1941,1979
La Cage aux Folles,1979
Star Trek: The Motion Picture,1979
...And Justice for All.,1979
10,1979
Manhattan,1979
Starting Over,1979
The Black Hole,1979
The Black Stallion,1979
The Muppet Movie,1979
A Simple Story,1979
Agatha,1979
Bravery in the Field,1979
Butch and Sundance: The Early Days,1979
Chapter Two,1979
Dae,1979
Dream Doll,1979
Generation on the Wind,1979
Going the Distance,1979
Ice Castles,1979
It's So Nice to Have a Wolf Around the House,1979
Koryo Celadon,1979
Mama Turns 100,1979
Meteor,1979
Moonraker,1979
Nails,1979
"Oh Brother, My Brother",1979
Remember Me,1979
Solly's Diner,1979
The Amityville Horror,1979
The Champ,1979
The Electric Horseman,1979
The Europeans,1979
The Killing Ground,1979
The Maids of Wilko,1979
The Promise,1979
The Solar Film,1979
The War at Home,1979
To Forget Venice,1979
Ordinary People,1980
Tess,1980
Raging Bull,1980
Fame,1980
Melvin and Howard,1980
Coal Miner's Daughter,1980
Star Wars Episode V: The Empire Strikes Back,1980
From Mao to Mozart: Isaac Stern in China,1980
Karl Hess: Toward Liberty,1980
Moscow Does Not Believe in Tears,1980
The Dollar Bottom,1980
The Fly,1980
The Elephant Man,1980
Private Benjamin,1980
The Stunt Man,1980
Altered States,1980
Kagemusha,1980
Resurrection,1980
The Competition,1980
The Great Santini,1980
A Jury of Her Peers,1980
Agee,1980
All Nothing,1980
Breaker Morant,1980
Brubaker,1980
Confidence,1980
Don't Mess with Bill,1980
Fall Line,1980
Front Line,1980
Gloria,1980
History of the World in Three Minutes Flat,1980
Honeysuckle Rose,1980
Inside Moves,1980
It's the Same World,1980
Luther Metke at 94,1980
Mon Oncle D'Amerique,1980
My Brilliant Career,1980
Nine to Five,1980
Somewhere in Time,1980
The Blue Lagoon,1980
The Day After Trinity,1980
The Eruption of Mount St. Helens!,1980
The Formula,1980
The Last Metro,1980
The Nest,1980
The Yellow Star: The Persecution of the Jews in Europe 1933-45,1980
Tribute,1980
When Time Ran Out,1980
Chariots of Fire,1981
Raiders of the Lost Ark,1981
Reds,1981
On Golden Pond,1981
Arthur,1981
An American Werewolf in London,1981
Close Harmony,1981
Crac,1981
Genocide,1981
Mephisto,1981
Violet,1981
Ragtime,1981
Atlantic City,1981
The French Lieutenant's Woman,1981
Absence of Malice,1981
Only When I Laugh,1981
Pennies from Heaven,1981
Dragonslayer,1981
Against Wind and Tide: A Cuban Odyssey,1981
Americas in Transition,1981
Brooklyn Bridge,1981
Couples and Robbers,1981
Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,1981
El Salvador: Another Vietnam,1981
Endless Love,1981
Excalibur,1981
First Winter,1981
For Your Eyes Only,1981
Heartbeeps,1981
Heaven's Gate,1981
Journey for Survival,1981
Man of Iron,1981
Muddy River,1981
Outland,1981
Prince of the City,1981
See What I Say,1981
The Boat Is Full,1981
The Creation,1981
The Great Muppet Caper,1981
The Tender Tale of Cinderella Penguin,1981
Three Brothers,1981
Urge to Build,1981
Gandhi,1982
E.T. the Extra-Terrestrial,1982
An Officer and a Gentleman,1982
Tootsie,1982
Victor/Victoria,1982
Sophie's Choice,1982
Missing,1982
A Shocking Accident,1982
Begin the Beguine,1982
If You Love This Planet,1982
Just Another Missing Kid,1982
Quest for Fire,1982
Tango,1982
Das Boot,1982
The Verdict,1982
Poltergeist,1982
Annie,1982
Blade Runner,1982
Frances,1982
La Traviata,1982
The World According to Garp,1982
Tron,1982
A Portrait of Giselle,1982
After the Axe,1982
Alsino and the Condor,1982
Ballet Robotique,1982
Ben's Mill,1982
Best Friends,1982
Clean Slate,1982
Diner,1982
Flight of the Eagle,1982
Gods of Metal,1982
In Our Water,1982
My Favorite Year,1982
One from the Heart,1982
Private Life,1982
Rocky III,1982
Split Cherry Tree,1982
Sredni Vashtar,1982
The Best Little Whorehouse in Texas,1982
The Great Cognito,1982
The Klan: A Legacy of Hate in America,1982
The Silence,1982
The Snowman,1982
To Live or Let Die,1982
Traveling Hopefully,1982
"Yes, Giorgio",1982
Terms of Endearment,1983
The Right Stuff,1983
Fanny and Alexander,1983
Tender Mercies,1983
Yentl,1983
Flashdance,1983
Boys and Girls,1983
Flamenco at 5:15,1983
He Makes Me Feel Like Dancin',1983
Sundae in New York,1983
The Year of Living Dangerously,1983
Silkwood,1983
The Dresser,1983
Cross Creek,1983
Return of the Jedi,1983
Educating Rita,1983
The Big Chill,1983
WarGames,1983
"Reuben, Reuben",1983
Zelig,1983
Betrayal,1983
Blue Thunder,1983
Carmen,1983
Children of Darkness,1983
Entre Nous,1983
First Contact,1983
Goodie-Two-Shoes,1983
Heart Like a Wheel,1983
In the Nuclear Shadow: What Can the Children Tell Us?,1983
Mickey's Christmas Carol,1983
Never Cry Wolf,1983
Overnight Sensation,1983
Seeing Red,1983
Sewing Woman,1983
Sound of Sunshine,1983
Spaces: The Architecture of Paul Rudolph,1983
Testament,1983
The Ball,1983
The Profession of Arms,1983
The Return of Martin Guerre,1983
The Revolt of Job,1983
The Sting II,1983
To Be or Not to Be,1983
Trading Places,1983
Under Fire,1983
You Are Free,1983
Amadeus,1984
The Killing Fields,1984
A Passage to India,1984
Places in the Heart,1984
Indiana Jones and the Temple of Doom,1984
Charade,1984
Dangerous Moves,1984
Purple Rain,1984
The Stone Carvers,1984
The Times of Harvey Milk,1984
The Woman in Red,1984
Up,1984
2010,1984
The Natural,1984
The River,1984
A Soldier's Story,1984
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984
Broadway Danny Rose,1984
Footloose,1984
Ghostbusters,1984
The Bostonians,1984
The Cotton Club,1984
Under the Volcano,1984
Against All Odds,1984
Beverly Hills Cop,1984
Beyond the Walls,1984
Camila,1984
Code Gray: Ethical Dilemmas in Nursing,1984
Country,1984
Doctor DeSoto,1984
Double Feature,1984
Dune,1984
High Schools,1984
In the Name of the People,1984
Marlene,1984
Paradise,1984
Recollections of Pavlovsk,1984
Romancing the Stone,1984
Songwriter,1984
Splash,1984
Starman,1984
Streetwise,1984
Swing Shift,1984
Tales of Meeting and Parting,1984
The Children of Soong Ching Ling,1984
The Garden of Eden,1984
The Karate Kid,1984
The Muppets Take Manhattan,1984
El Norte,1984
The Painted Door,1984
The Pope of Greenwich Village,1984
Wartime Romance,1984
Out of Africa,1985
Witness,1985
Cocoon,1985
Prizzi's Honor,1985
Back to the Future,1985
Kiss of the Spider Woman,1985
Ran,1985
The Official Story,1985
The Trip to Bountiful,1985
White Nights,1985
Anna & Bella,1985
Broken Rainbow,1985
Mask,1985
Molly's Pilgrim,1985
Witness to War: Dr. Charlie Clements,1985
The Color Purple,1985
A Chorus Line,1985
Agnes of God,1985
Runaway Train,1985
Brazil,1985
Ladyhawke,1985
Murphy's Romance,1985
Silverado,1985
Angry Harvest,1985
Colonel Redl,1985
Graffiti,1985
Jagged Edge,1985
Keats and His Nightingale: A Blind Date,1985
Making Overtures: The Story of a Community Orchestra,1985
Rainbow War,1985
Rambo: First Blood Part II,1985
Remo Williams: The Adventure Begins,1985
Return to Oz,1985
Second Class Mail,1985
Soldiers in Hiding,1985
Sweet Dreams,1985
The Big Snit,1985
The Courage to Care,1985
The Journey of Natty Gann,1985
The Mothers of Plaza de Mayo,1985
The Purple Rose of Cairo,1985
The Statue of Liberty,1985
The Wizard of the Strings,1985
Three Men and a Cradle,1985
Twice in a Lifetime,1985
Unfinished Business,1985
When Father Was Away on Business,1985
Young Sherlock Holmes,1985
Platoon,1986
A Room with a View,1986
Hannah and Her Sisters,1986
Aliens,1986
The Mission,1986
Children of a Lesser God,1986
The Color of Money,1986
Top Gun,1986
Round Midnight,1986
A Greek Tragedy,1986
Artie Shaw: Time Is All You've Got,1986
Down and Out in America,1986
Precious Images,1986
The Assault,1986
The Fly,1986
"Women - for America, for the World",1986
Star Trek IV: The Voyage Home,1986
Crimes of the Heart,1986
Peggy Sue Got Married,1986
Hoosiers,1986
Little Shop of Horrors,1986
Salvador,1986
38 – Vienna Before the Fall,1986
An American Tail,1986
Betty Blue,1986
Blue Velvet,1986
Chile: Hasta Cuando?,1986
Crocodile Dundee,1986
Debonair Dancers,1986
Exit,1986
Heartbreak Ridge,1986
Isaac in America: A Journey with Isaac Bashevis Singer,1986
Legend,1986
Love Struck,1986
Luxo Jr.,1986
Mona Lisa,1986
My Beautiful Laundrette,1986
My Sweet Little Village,1986
Otello,1986
Pirates,1986
Poltergeist II: The Other Side,1986
Red Grooms: Sunflower in a Hothouse,1986
Sam,1986
Stand by Me,1986
That's Life!,1986
The Clan of the Cave Bear,1986
The Decline of the American Empire,1986
"The Frog, the Dog and the Devil",1986
"The Karate Kid, Part II",1986
The Masters of Disaster,1986
The Morning After,1986
Witness to Apartheid,1986
The Last Emperor,1987
Moonstruck,1987
The Untouchables,1987
Babette's Feast,1987
Dirty Dancing,1987
Harry and the Hendersons,1987
Innerspace,1987
Ray's Male Heterosexual Dance Hall,1987
The Man Who Planted Trees,1987
The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1987
Wall Street,1987
Young at Heart,1987
Broadcast News,1987
Empire of the Sun,1987
Fatal Attraction,1987
Hope and Glory,1987
Cry Freedom,1987
Au revoir les enfants,1987
Ironweed,1987
My Life as a Dog,1987
Radio Days,1987
RoboCop,1987
The Dead,1987
The Witches of Eastwick,1987
A Stitch for Time,1987
Anna,1987
Beverly Hills Cop II,1987
Course Completed,1987
Dark Eyes,1987
Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,1987
Frances Steloff: Memoirs of a Bookseller,1987
Full Metal Jacket,1987
Gaby: A True Story,1987
George and Rosemary,1987
"Good Morning, Vietnam",1987
Happy New Year,1987
Hellfire: A Journey from Hiroshima,1987
In the Wee Wee Hours...,1987
Language Says It All,1987
Lethal Weapon,1987
Making Waves,1987
Mannequin,1987
Matewan,1987
Maurice,1987
Pathfinder,1987
Predator,1987
Radio Bikini,1987
Shoeshine,1987
Silver into Gold,1987
Street Smart,1987
The Family,1987
The Princess Bride,1987
The Whales of August,1987
Throw Momma from the Train,1987
Your Face,1987
Rain Man,1988
Dangerous Liaisons,1988
Who Framed Roger Rabbit,1988
Mississippi Burning,1988
Working Girl,1988
The Accidental Tourist,1988
A Fish Called Wanda,1988
Pelle the Conqueror,1988
Beetlejuice,1988
Bird,1988
Hotel Terminus: The Life and Times of Klaus Barbie,1988
The Accused,1988
The Appointments of Dennis Jennings,1988
The Milagro Beanfield War,1988
Tin Toy,1988
You Don't Have to Die,1988
Gorillas in the Mist,1988
Die Hard,1988
Tucker: The Man and His Dream,1988
Big,1988
Coming to America,1988
Little Dorrit,1988
Running on Empty,1988
The Unbearable Lightness of Being,1988
Willow,1988
A Cry in the Dark,1988
A Handful of Dust,1988
Bagdad Cafe,1988
Beaches,1988
Bull Durham,1988
Buster,1988
Cadillac Dreams,1988
Family Gathering,1988
Gang Cops,1988
Gullah Tales,1988
Hanussen,1988
Let's Get Lost,1988
Married to the Mob,1988
Portrait of Imogen,1988
Promises to Keep,1988
Salaam Bombay!,1988
Scrooged,1988
Stand and Deliver,1988
Sunset,1988
Technological Threat,1988
Tequila Sunrise,1988
The Cat Came Back,1988
The Children's Storefront,1988
The Cry of Reason: Beyers Naude - An Afrikaner Speaks Out,1988
The Last Temptation of Christ,1988
The Music Teacher,1988
Who Killed Vincent Chin?,1988
Women on the Verge of a Nervous Breakdown,1988
Driving Miss Daisy,1989
Glory,1989
Born on the Fourth of July,1989
My Left Foot,1989
The Little Mermaid,1989
Dead Poets Society,1989
The Abyss,1989
Henry V,1989
Indiana Jones and the Last Crusade,1989
Balance,1989
Batman,1989
Cinema Paradiso,1989
Common Threads: Stories from the Quilt,1989
The Johnstown Flood,1989
Work Experience,1989
The Adventures of Baron Munchausen,1989
The Fabulous Baker Boys,1989
Crimes and Misdemeanors,1989
"Enemies, A Love Story",1989
Field of Dreams,1989
Black Rain,1989
Camille Claudel,1989
Do the Right Thing,1989
Parenthood,1989
Shirley Valentine,1989
A Dry White Season,1989
Adam Clayton Powell,1989
Amazon Diary,1989
Back to the Future Part II,1989
Blaze,1989
Chances Are,1989
Crack USA: County Under Siege,1989
Dad,1989
"Fine Food, Fine Pastries, Open 6 to 9",1989
For All Mankind,1989
Harlem Nights,1989
Jesus of Montreal,1989
Lethal Weapon 2,1989
Memories of a Marriage,1989
Music Box,1989
"Sex, Lies, and Videotape",1989
Steel Magnolias,1989
Super Chief: The Life and Legacy of Earl Warren,1989
The Bear,1989
The Childeater,1989
The Cow,1989
The Hill Farm,1989
Valmont,1989
What Happened to Santiago,1989
When Harry Met Sally...,1989
Yad Vashem: Preserving the Past to Ensure the Future,1989
Dances with Wolves,1990
Dick Tracy,1990
Ghost,1990
Goodfellas,1990
Cyrano de Bergerac,1990
Reversal of Fortune,1990
The Hunt for Red October,1990
American Dream,1990
Creature Comforts,1990
Days of Waiting: The Life & Art of Estelle Ishigo,1990
Journey of Hope,1990
Misery,1990
The Lunch Date,1990
The Godfather Part III,1990
Avalon,1990
The Grifters,1990
Awakenings,1990
Hamlet,1990
Home Alone,1990
Postcards from the Edge,1990
Total Recall,1990
12:01 PM,1990
A Grand Day Out,1990
Alice,1990
Berkeley in the Sixties,1990
Bronx Cheers,1990
Building Bombs,1990
Burning Down Tomorrow,1990
Chimps: So Like Us,1990
Days of Thunder,1990
Dear Rosie,1990
Edward Scissorhands,1990
Flatliners,1990
Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,1990
Grasshoppers (Cavallette),1990
Green Card,1990
Havana,1990
Henry & June,1990
Journey into Life: The World of the Unborn,1990
Ju Dou,1990
Longtime Companion,1990
Metropolitan,1990
Mr. and Mrs. Bridge,1990
Open Doors,1990
Pretty Woman,1990
Rose Kennedy: A Life to Remember,1990
Senzeni Na? (What Have We Done?),1990
The Field,1990
The Nasty Girl,1990
Waldo Salt: A Screenwriter's Journey,1990
Wild at Heart,1990
Young Guns II,1990
The Silence of the Lambs,1991
Terminator 2: Judgment Day,1991
Bugsy,1991
JFK,1991
Beauty and the Beast,1991
Thelma & Louise,1991
The Fisher King,1991
City Slickers,1991
"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",1991
In the Shadow of the Stars,1991
Manipulation,1991
Mediterraneo,1991
Session Man,1991
The Prince of Tides,1991
Hook,1991
Backdraft,1991
Barton Fink,1991
Boyz n the Hood,1991
Cape Fear,1991
Fried Green Tomatoes,1991
Rambling Rose,1991
Star Trek VI: The Undiscovered Country,1991
A Little Vicious,1991
Birch Street Gym,1991
Birdnesters of Thailand,1991
Blackfly,1991
Children of Nature,1991
Death on the Job,1991
Doing Time: Life Inside the Big House,1991
Europa Europa,1991
For the Boys,1991
Grand Canyon,1991
Last Breeze of Summer,1991
Madame Bovary,1991
Memorial: Letters from American Soldiers,1991
Raise the Red Lantern,1991
Robin Hood: Prince of Thieves,1991
Strings,1991
The Addams Family,1991
The Commitments,1991
The Elementary School,1991
The Mark of the Maker,1991
The Ox,1991
The Restless Conscience: Resistance to Hitler Within Germany 1933-1945,1991
Wild by Law,1991
Unforgiven,1992
Howards End,1992
Bram Stoker's Dracula,1992
Aladdin,1992
The Crying Game,1992
Scent of a Woman,1992
A River Runs Through It,1992
Indochine,1992
Death Becomes Her,1992
Educating Peter,1992
Mona Lisa Descending a Staircase,1992
My Cousin Vinny,1992
Omnibus,1992
The Last of the Mohicans,1992
The Panama Deception,1992
A Few Good Men,1992
Chaplin,1992
Enchanted April,1992
The Player,1992
Basic Instinct,1992
Batman Returns,1992
Hoffa,1992
Husbands and Wives,1992
Lorenzo's Oil,1992
Malcolm X,1992
Passion Fish,1992
The Bodyguard,1992
Toys,1992
Under Siege,1992
Adam,1992
Alien 3,1992
At the Edge of Conquest: The Journey of Chief Wai-Wai,1992
Beyond Imagining: Margaret Anderson and the 'Little Review',1992
Changing Our Minds: The Story of Dr. Evelyn Hooker,1992
Close to Eden,1992
Contact,1992
Cruise Control,1992
Daens,1992
Damage,1992
Fires of Kuwait,1992
Glengarry Glen Ross,1992
Liberators: Fighting on Two Fronts in World War II,1992
Love Field,1992
Mr. Saturday Night,1992
Music for the Movies: Bernard Herrmann,1992
"Reci, reci, reci",1992
Schtonk!,1992
Screen Play,1992
Swan Song,1992
The Colours of My Father: A Portrait of Sam Borenstein,1992
The Lady in Waiting,1992
The Lover,1992
The Mambo Kings,1992
The Sandman,1992
When Abortion Was Illegal: Untold Stories,1992
Schindler's List,1993
The Piano,1993
Jurassic Park,1993
Philadelphia,1993
The Fugitive,1993
The Age of Innocence,1993
Belle Époque,1993
Defending Our Lives,1993
I Am a Promise: The Children of Stanton Elementary School,1993
Mrs. Doubtfire,1993
Schwarzfahrer,1993
The Wrong Trousers,1993
The Remains of the Day,1993
In the Name of the Father,1993
Cliffhanger,1993
In the Line of Fire,1993
Farewell My Concubine,1993
Orlando,1993
Shadowlands,1993
Sleepless in Seattle,1993
The Firm,1993
What's Love Got to Do with It,1993
Addams Family Values,1993
Beethoven's 2nd,1993
Blindscape,1993
Blood Ties: The Life and Work of Sally Mann,1993
Chicks in White Satin,1993
Children of Fate: Life and Death in a Sicilian Family,1993
Dave,1993
Down on the Waterfront,1993
Fearless,1993
For Better or For Worse,1993
Geronimo: An American Legend,1993
Hedd Wyn,1993
Partners,1993
Poetic Justice,1993
Searching for Bobby Fischer,1993
Short Cuts,1993
Six Degrees of Separation,1993
Small Talk,1993
The Broadcast Tapes of Dr. Peter,1993
The Dutch Master,1993
The Mighty River,1993
The Nightmare Before Christmas,1993
The Scent of Green Papaya,1993
The Screw (La Vis),1993
The Village,1993
The War Room,1993
The Wedding Banquet,1993
What's Eating Gilbert Grape,1993
Forrest Gump,1994
The Lion King,1994
Speed,1994
Ed Wood,1994
Bullets over Broadway,1994
Pulp Fiction,1994
The Madness of King George,1994
Legends of the Fall,1994
A Time for Justice,1994
Blue Sky,1994
Bob's Birthday,1994
Burnt by the Sun,1994
Franz Kafka's It's a Wonderful Life,1994
Maya Lin: A Strong Clear Vision,1994
"The Adventures of Priscilla, Queen of the Desert",1994
Trevor,1994
The Shawshank Redemption,1994
Quiz Show,1994
Little Women,1994
Three Colours: Red,1994
Clear and Present Danger,1994
Four Weddings and a Funeral,1994
Interview with the Vampire,1994
Nobody's Fool,1994
Tom & Viv,1994
89mm from Europe,1994
A Great Day in Harlem,1994
Before the Rain,1994
Blues Highway,1994
Complaints of a Dutiful Daughter,1994
D-Day Remembered,1994
Eat Drink Man Woman,1994
Farinelli,1994
Freedom on My Mind,1994
Heavenly Creatures,1994
Hoop Dreams,1994
Junior,1994
Kangaroo Court,1994
Mary Shelley's Frankenstein,1994
Maverick,1994
Nell,1994
On Hope,1994
La Reine Margot,1994
School of the Americas Assassins,1994
Straight from the Heart,1994
